Dataset,Horizon_min,Horizon_steps,Model,Seed,Site_ID,N_test,N_rare,RMSE_kW,MAE_kW,nRMSE,RareRMSE_kW,RMSE_persist_kW,SkillScore
Ausgrid,60,2,Persistence,0,ID_104,2000,266,1.4638898075862,0.73172400050326,0.182484393865146,2.47692055142352,1.4638898075862,0
Ausgrid,60,2,Persistence,0,ID_105,2000,200,0.332820120809693,0.191823999525917,0.0897309369170587,0.418258461526688,0.332820120809693,0
Ausgrid,60,2,Persistence,0,ID_106,2000,257,0.784140515424199,0.339185001128284,0.141272833890792,1.09066264168119,0.784140515424199,0
Ausgrid,60,2,Persistence,0,ID_107,2000,250,0.28534951923241,0.175035999600984,0.096991678868936,0.366185794936013,0.28534951923241,0
Ausgrid,60,2,Persistence,0,ID_108,2000,474,0.643701439664156,0.295887001204257,0.180461185558696,0.776836665409256,0.643701439664156,0
Ausgrid,60,2,Persistence,0,ID_109,2000,155,0.597227611617077,0.369960999379486,0.163087824035247,0.883905421888534,0.597227611617077,0
Ausgrid,60,2,Persistence,0,ID_11,2000,239,0.567265565465412,0.328789000624353,0.171121350431045,0.81166794563608,0.567265565465412,0
Ausgrid,60,2,Persistence,0,ID_110,2000,687,0.430448059493187,0.205548999261415,0.10293786382181,0.349069806788389,0.430448059493187,0
Ausgrid,60,2,Persistence,0,ID_111,2000,260,0.629360586551611,0.267910999793932,0.141939690246191,0.830778966404839,0.629360586551611,0
Ausgrid,60,2,Persistence,0,ID_112,2000,532,0.92446290932709,0.554580999438002,0.245572585436413,1.01469772693282,0.92446290932709,0
Ausgrid,60,2,Persistence,0,ID_113,2000,260,0.451102790530346,0.267213999790233,0.149371784943823,0.693035596910561,0.451102790530346,0
Ausgrid,60,2,Persistence,0,ID_114,2000,321,1.04725006614389,0.611399001935413,0.174683753810415,1.40528290415519,1.04725006614389,0
Ausgrid,60,2,Persistence,0,ID_115,2000,292,0.315225303826553,0.175741999987859,0.141846422097176,0.45294134735759,0.315225303826553,0
Ausgrid,60,2,Persistence,0,ID_116,2000,247,0.421531812420675,0.265022998713932,0.154237200895963,0.560470582678281,0.421531812420675,0
Ausgrid,60,2,Persistence,0,ID_117,2000,391,0.310578389859979,0.149555999997948,0.137593927840111,0.362278070880118,0.310578389859979,0
Ausgrid,60,2,Persistence,0,ID_118,2000,193,0.542659669887378,0.286212999956303,0.186004788389649,0.889591576867406,0.542659669887378,0
Ausgrid,60,2,Persistence,0,ID_119,2000,369,0.523794371521874,0.295598999779653,0.165234817514787,0.634556099787155,0.523794371521874,0
Ausgrid,60,2,Persistence,0,ID_12,2000,167,0.321442172501109,0.195399998507664,0.118569157805065,0.574705623524849,0.321442172501109,0
Ausgrid,60,2,Persistence,0,ID_120,2000,286,0.390599525211096,0.195449000161096,0.070992280118338,0.510927913939274,0.390599525211096,0
Ausgrid,60,2,Persistence,0,ID_121,2000,662,0.981251324704196,0.489101999735739,0.239329591391267,1.12412423654915,0.981251324704196,0
Ausgrid,60,2,Persistence,0,ID_122,2000,134,0.372648216106093,0.180977000375781,0.0617990408136139,0.685642422257021,0.372648216106093,0
Ausgrid,60,2,Persistence,0,ID_123,2000,587,0.43898277399676,0.276246000166737,0.175843510758023,0.436797669591254,0.43898277399676,0
Ausgrid,60,2,Persistence,0,ID_124,2000,347,0.914802289732897,0.425633000594908,0.17572076253033,1.23672643516163,0.914802289732897,0
Ausgrid,60,2,Persistence,0,ID_125,2000,231,0.470855831354668,0.267012999430065,0.153773948842151,0.655309890945657,0.470855831354668,0
Ausgrid,60,2,Persistence,0,ID_126,2000,285,0.507358909938999,0.221178998625651,0.115308843167954,0.663838263512178,0.507358909938999,0
Ausgrid,60,2,Persistence,0,ID_127,2000,331,0.467342907471011,0.261026999946503,0.149737081427005,0.565794320947273,0.467342907471011,0
Ausgrid,60,2,Persistence,0,ID_128,2000,151,0.387741026216689,0.220939999593809,0.107792373938158,0.73177201288141,0.387741026216689,0
Ausgrid,60,2,Persistence,0,ID_129,2000,270,0.597102267459197,0.315428999800786,0.136824534248212,0.906469773186035,0.597102267459197,0
Ausgrid,60,2,Persistence,0,ID_13,2000,314,0.54000234299484,0.254909000545742,0.113493556745448,0.900727108708284,0.54000234299484,0
Ausgrid,60,2,Persistence,0,ID_130,2000,290,0.541889348153237,0.236504000410819,0.137429679244956,0.755544930448603,0.541889348153237,0
Ausgrid,60,2,Persistence,0,ID_131,2000,132,0.595853187556464,0.338033001383563,0.102531427354496,1.10793515125386,0.595853187556464,0
Ausgrid,60,2,Persistence,0,ID_132,2000,229,0.245412069646083,0.159748000034049,0.16537201458631,0.356335645912748,0.245412069646083,0
Ausgrid,60,2,Persistence,0,ID_133,2000,438,0.706309797530373,0.333018000175249,0.148759435031671,0.817518740231209,0.706309797530373,0
Ausgrid,60,2,Persistence,0,ID_134,2000,346,0.955713997241927,0.489231999904111,0.119100991630767,1.45870306720146,0.955713997241927,0
Ausgrid,60,2,Persistence,0,ID_135,2000,298,0.303515550915851,0.187961000032444,0.181745838871767,0.394095735648665,0.303515550915851,0
Ausgrid,60,2,Persistence,0,ID_136,2000,350,0.206200776712045,0.132025999497563,0.132010740532679,0.268836819525211,0.206200776712045,0
Ausgrid,60,2,Persistence,0,ID_137,2000,345,0.583959538626765,0.326072000843496,0.154323345303056,0.6612779995612,0.583959538626765,0
Ausgrid,60,2,Persistence,0,ID_138,2000,78,0.48802710492079,0.15804100099125,0.103461771074033,1.44486848502507,0.48802710492079,0
Ausgrid,60,2,Persistence,0,ID_139,2000,267,0.626386211835497,0.378426000853957,0.154245086613452,0.803692787552374,0.626386211835497,0
Ausgrid,60,2,Persistence,0,ID_14,2000,252,0.753173177058534,0.378142000290935,0.252912416742288,1.26116465632474,0.753173177058534,0
Ausgrid,60,2,Persistence,0,ID_140,2000,333,0.34812079833465,0.178987000527006,0.121963633232194,0.509043321986009,0.34812079833465,0
Ausgrid,60,2,Persistence,0,ID_141,2000,195,0.778174133490828,0.455728001840636,0.128751511166583,1.28933220623676,0.778174133490828,0
Ausgrid,60,2,Persistence,0,ID_142,2000,317,0.476626989770115,0.242997999567792,0.136647646149689,0.630783598527073,0.476626989770115,0
Ausgrid,60,2,Persistence,0,ID_143,2000,122,0.743712417999862,0.260197998339109,0.116422265601742,1.40805337780019,0.743712417999862,0
Ausgrid,60,2,Persistence,0,ID_144,2000,273,0.406208691112031,0.227652000140438,0.171469145548115,0.553676531097971,0.406208691112031,0
Ausgrid,60,2,Persistence,0,ID_145,2000,248,0.537504992483665,0.301347999030771,0.139611686359393,0.888153723630948,0.537504992483665,0
Ausgrid,60,2,Persistence,0,ID_146,2000,126,0.33764541477392,0.104644999931099,0.129564625776639,0.56364480118231,0.33764541477392,0
Ausgrid,60,2,Persistence,0,ID_147,2000,214,0.718699605929514,0.399409001334012,0.101225296609791,1.09418025694435,0.718699605929514,0
Ausgrid,60,2,Persistence,0,ID_148,2000,385,0.754826219662514,0.447550998141599,0.170688659969272,1.03757238616636,0.754826219662514,0
Ausgrid,60,2,Persistence,0,ID_149,2000,386,0.990897731462734,0.578607002076335,0.202710532106182,1.17752401454723,0.990897731462734,0
Ausgrid,60,2,Persistence,0,ID_15,2000,446,0.225424489416629,0.118437999638617,0.154400335216869,0.242392800630709,0.225424489416629,0
Ausgrid,60,2,Persistence,0,ID_150,2000,470,0.208379832115238,0.0980150004139929,0.130727623660752,0.190820158209689,0.208379832115238,0
Ausgrid,60,2,Persistence,0,ID_151,2000,145,0.481954015898588,0.231397999816574,0.148293543353412,0.928020935899995,0.481954015898588,0
Ausgrid,60,2,Persistence,0,ID_152,2000,256,0.991814570304499,0.494141000375135,0.136478978074587,1.4912836685369,0.991814570304499,0
Ausgrid,60,2,Persistence,0,ID_153,2000,492,0.357491817638026,0.2042270053179,0.16176100345612,0.445532342193479,0.357491817638026,0
Ausgrid,60,2,Persistence,0,ID_154,2000,329,0.486621967937453,0.272725999548514,0.152111671038962,0.671068027397022,0.486621967937453,0
Ausgrid,60,2,Persistence,0,ID_155,2000,421,0.330038967881625,0.172950000144243,0.1983407258904,0.405830007762545,0.330038967881625,0
Ausgrid,60,2,Persistence,0,ID_156,2000,417,1.13635493055114,0.603306998248212,0.206609987372934,1.4927157222192,1.13635493055114,0
Ausgrid,60,2,Persistence,0,ID_157,2000,204,0.686432509566158,0.402167000037163,0.154185199812704,0.897514360511515,0.686432509566158,0
Ausgrid,60,2,Persistence,0,ID_158,2000,237,0.678869147001718,0.388499999969542,0.207859506124225,1.1592113508135,0.678869147001718,0
Ausgrid,60,2,Persistence,0,ID_159,2000,270,0.998406679034448,0.445126998299945,0.14515438237608,1.29877229748371,0.998406679034448,0
Ausgrid,60,2,Persistence,0,ID_16,2000,195,0.689322511986966,0.317871000100652,0.163230526163146,1.07253362003998,0.689322511986966,0
Ausgrid,60,2,Persistence,0,ID_160,2000,254,0.677767502366513,0.398828999557068,0.13659159660752,0.79937152535341,0.677767502366513,0
Ausgrid,60,2,Persistence,0,ID_161,2000,420,0.974308212470842,0.556498998418902,0.183582343320554,1.23425148094787,0.974308212470842,0
Ausgrid,60,2,Persistence,0,ID_162,2000,626,0.447746166973962,0.233349000019096,0.135067124478192,0.426208404967974,0.447746166973962,0
Ausgrid,60,2,Persistence,0,ID_163,2000,500,0.279932923907808,0.147550999776712,0.128763994437814,0.319464903335354,0.279932923907808,0
Ausgrid,60,2,Persistence,0,ID_164,2000,172,0.421983699912994,0.197643000434693,0.140193920236875,0.816851557682232,0.421983699912994,0
Ausgrid,60,2,Persistence,0,ID_165,2000,445,0.537747365651291,0.282720999114994,0.198710863893493,0.568927586670481,0.537747365651291,0
Ausgrid,60,2,Persistence,0,ID_166,2000,256,0.79084264490085,0.477407999475249,0.170956040834598,1.23122376993667,0.79084264490085,0
Ausgrid,60,2,Persistence,0,ID_167,2000,516,0.647805549194558,0.360224999303616,0.169531123845784,0.720217781315301,0.647805549194558,0
Ausgrid,60,2,Persistence,0,ID_168,2000,325,0.296012980527758,0.152300000636054,0.0765670942840406,0.352413148888158,0.296012980527758,0
Ausgrid,60,2,Persistence,0,ID_169,2000,397,0.450472369872465,0.202709000287615,0.186763005751436,0.469446943645958,0.450472369872465,0
Ausgrid,60,2,Persistence,0,ID_17,2000,251,0.740480652081457,0.42155999918252,0.129772738790086,1.05743500960676,0.740480652081457,0
Ausgrid,60,2,Persistence,0,ID_170,2000,155,0.427569184140942,0.217611000629246,0.163945239317846,0.596877492836933,0.427569184140942,0
Ausgrid,60,2,Persistence,0,ID_171,2000,507,0.368846740849957,0.161029999292292,0.12449346250817,0.436210765326969,0.368846740849957,0
Ausgrid,60,2,Persistence,0,ID_172,2000,213,0.44774344295756,0.223922001128522,0.13571396531781,0.780187462522177,0.44774344295756,0
Ausgrid,60,2,Persistence,0,ID_173,2000,292,0.446687241285147,0.254173999438845,0.133738694995553,0.595441900816418,0.446687241285147,0
Ausgrid,60,2,Persistence,0,ID_174,2000,250,0.332262651494361,0.155989000085188,0.140374084907503,0.525952528238578,0.332262651494361,0
Ausgrid,60,2,Persistence,0,ID_175,2000,347,1.22229397295695,0.667402999627916,0.181051083965124,1.72629888256631,1.22229397295695,0
Ausgrid,60,2,Persistence,0,ID_176,2000,638,0.398208184089854,0.179172000433279,0.105820312216614,0.394223232003861,0.398208184089854,0
Ausgrid,60,2,Persistence,0,ID_177,2000,347,0.559059621852915,0.239439001369074,0.142399292372113,0.711144303589052,0.559059621852915,0
Ausgrid,60,2,Persistence,0,ID_178,2000,419,0.414924682928021,0.227632999682551,0.138188464306941,0.533780778499955,0.414924682928021,0
Ausgrid,60,2,Persistence,0,ID_179,2000,346,0.532317885172517,0.249902999114312,0.155375915111651,0.660083860986985,0.532317885172517,0
Ausgrid,60,2,Persistence,0,ID_18,2000,294,0.492966616833796,0.254974999579629,0.186320438745859,0.728154500972063,0.492966616833796,0
Ausgrid,60,2,Persistence,0,ID_180,2000,337,0.365173282122467,0.211041000059886,0.098823952793352,0.518607013222093,0.365173282122467,0
Ausgrid,60,2,Persistence,0,ID_181,2000,271,0.624656821657834,0.40502799963506,0.151395254885563,0.85890198371628,0.624656821657834,0
Ausgrid,60,2,Persistence,0,ID_182,2000,98,0.232325423060678,0.12201300076966,0.120625868671172,0.462581531800938,0.232325423060678,0
Ausgrid,60,2,Persistence,0,ID_183,2000,338,0.352073221285542,0.216976999334041,0.158448794457939,0.413916690365662,0.352073221285542,0
Ausgrid,60,2,Persistence,0,ID_184,2000,618,0.542326352372708,0.264206999436378,0.176884002730825,0.565854845990178,0.542326352372708,0
Ausgrid,60,2,Persistence,0,ID_185,2000,216,0.696369222269253,0.42313699932879,0.13743360843688,1.04307183161641,0.696369222269253,0
Ausgrid,60,2,Persistence,0,ID_186,2000,316,0.257160323050883,0.127185999915765,0.148040874710512,0.365110646043597,0.257160323050883,0
Ausgrid,60,2,Persistence,0,ID_187,2000,259,0.520666842709571,0.188159999395897,0.302319562145563,0.865741076508229,0.520666842709571,0
Ausgrid,60,2,Persistence,0,ID_188,2000,295,1.31420659279214,0.519320998423604,0.172513335887653,1.86519980817845,1.31420659279214,0
Ausgrid,60,2,Persistence,0,ID_189,2000,601,0.935855167147235,0.534593999580681,0.216432739858288,0.921566528872591,0.935855167147235,0
Ausgrid,60,2,Persistence,0,ID_19,2000,308,0.3082136307535,0.133504000153672,0.125801481940204,0.375717512639844,0.3082136307535,0
Ausgrid,60,2,Persistence,0,ID_190,2000,284,0.62603045639497,0.369327000162395,0.173994012338791,0.756493512607801,0.62603045639497,0
Ausgrid,60,2,Persistence,0,ID_191,2000,364,1.15413459191996,0.732578998148858,0.206982530832131,1.37988721906808,1.15413459191996,0
Ausgrid,60,2,Persistence,0,ID_192,2000,326,0.527716063084408,0.303659000498246,0.124785660628428,0.68469964070597,0.527716063084408,0
Ausgrid,60,2,Persistence,0,ID_193,2000,257,0.58479240175748,0.305302999570633,0.149215232439293,0.831661509377256,0.58479240175748,0
Ausgrid,60,2,Persistence,0,ID_194,2000,609,0.654341481136146,0.343237999808745,0.145700619268792,0.624957083856205,0.654341481136146,0
Ausgrid,60,2,Persistence,0,ID_195,2000,245,0.440016973708263,0.257876999035069,0.123489271920819,0.583321982240061,0.440016973708263,0
Ausgrid,60,2,Persistence,0,ID_196,2000,179,0.407986280752109,0.212210999895698,0.148681963233544,0.599436735416513,0.407986280752109,0
Ausgrid,60,2,Persistence,0,ID_197,2000,311,0.532412504021483,0.236705999306422,0.10358219922597,0.531308493686178,0.532412504021483,0
Ausgrid,60,2,Persistence,0,ID_198,2000,404,1.25990013273232,0.61468500044993,0.237717006175909,1.62179155568298,1.25990013273232,0
Ausgrid,60,2,Persistence,0,ID_199,2000,215,0.482069209420603,0.259106000557087,0.117807724687342,0.722245850446052,0.482069209420603,0
Ausgrid,60,2,Persistence,0,ID_2,2000,232,0.531111096501026,0.248685999932741,0.138174885138777,0.866275837335458,0.531111096501026,0
Ausgrid,60,2,Persistence,0,ID_20,2000,226,0.676437656956136,0.302999002298925,0.113192379008724,1.04080878178739,0.676437656956136,0
Ausgrid,60,2,Persistence,0,ID_200,2000,312,0.620033358017553,0.234947001952813,0.109798911989848,0.782161637231198,0.620033358017553,0
Ausgrid,60,2,Persistence,0,ID_201,2000,288,0.675644003050009,0.374445000603399,0.106821186252966,0.917060482732238,0.675644003050009,0
Ausgrid,60,2,Persistence,0,ID_202,2000,476,0.330447257927943,0.167029000757358,0.129610032330389,0.369581969618723,0.330447257927943,0
Ausgrid,60,2,Persistence,0,ID_203,2000,328,0.664182686654292,0.338872000857632,0.143042936969506,0.842481338633028,0.664182686654292,0
Ausgrid,60,2,Persistence,0,ID_204,2000,249,0.412536806057704,0.210242998943196,0.0931507679584779,0.556105469016165,0.412536806057704,0
Ausgrid,60,2,Persistence,0,ID_205,2000,268,0.5979598364357,0.221046999183532,0.135530334640911,0.926294276278738,0.5979598364357,0
Ausgrid,60,2,Persistence,0,ID_206,2000,334,0.616028128508158,0.329100000578107,0.148951974492694,0.88302044050891,0.616028128508158,0
Ausgrid,60,2,Persistence,0,ID_207,2000,365,0.590683393832042,0.264983001926657,0.0842990429330729,0.540098878536078,0.590683393832042,0
Ausgrid,60,2,Persistence,0,ID_208,2000,405,0.482893665857328,0.284652000023788,0.179700755005127,0.536630142895729,0.482893665857328,0
Ausgrid,60,2,Persistence,0,ID_209,2000,273,0.614871801763018,0.332316999389629,0.169893042261905,0.859329662030496,0.614871801763018,0
Ausgrid,60,2,Persistence,0,ID_21,2000,257,0.897582448568201,0.541464998612488,0.141060559879336,1.25607351896244,0.897582448568201,0
Ausgrid,60,2,Persistence,0,ID_210,2000,478,0.765126128919742,0.347799998726515,0.130906705239809,0.913109714246784,0.765126128919742,0
Ausgrid,60,2,Persistence,0,ID_211,2000,63,0.215550555992487,0.0948609999421947,0.0817470251791898,0.547043422937755,0.215550555992487,0
Ausgrid,60,2,Persistence,0,ID_212,2000,422,1.01813397345155,0.589696003104529,0.197389293030545,1.23525454623211,1.01813397345155,0
Ausgrid,60,2,Persistence,0,ID_213,2000,92,0.488366074197823,0.169651999179554,0.131219120576778,1.11821611617854,0.488366074197823,0
Ausgrid,60,2,Persistence,0,ID_214,2000,223,0.550221697130571,0.251289998965482,0.143811212004854,0.867585950524373,0.550221697130571,0
Ausgrid,60,2,Persistence,0,ID_215,2000,326,0.632320275642948,0.32591500012017,0.15005298450466,0.895465841365088,0.632320275642948,0
Ausgrid,60,2,Persistence,0,ID_216,2000,249,0.384010245527516,0.196842000125796,0.15868191963947,0.680133348779739,0.384010245527516,0
Ausgrid,60,2,Persistence,0,ID_217,2000,446,0.583766657040711,0.328880000721496,0.134812862463791,0.754790584702347,0.583766657040711,0
Ausgrid,60,2,Persistence,0,ID_218,2000,521,0.618904242711057,0.238440999917414,0.118201727026558,0.8936469105951,0.618904242711057,0
Ausgrid,60,2,Persistence,0,ID_219,2000,547,0.374586283604331,0.167403999665808,0.177529044362242,0.441639184862124,0.374586283604331,0
Ausgrid,60,2,Persistence,0,ID_22,2000,338,0.745775267245431,0.355715000235088,0.132511596880851,0.846618805697259,0.745775267245431,0
Ausgrid,60,2,Persistence,0,ID_220,2000,500,0.943981036679018,0.543792001814825,0.189859420088298,1.02147581812794,0.943981036679018,0
Ausgrid,60,2,Persistence,0,ID_221,2000,195,0.547793937708382,0.251377000082318,0.0882053345187107,0.875689971994368,0.547793937708382,0
Ausgrid,60,2,Persistence,0,ID_222,2000,246,0.413522947896919,0.228359999530267,0.139796266411853,0.600751887645558,0.413522947896919,0
Ausgrid,60,2,Persistence,0,ID_223,2000,651,0.654113150609839,0.338826999839186,0.139173010768051,0.707186102476044,0.654113150609839,0
Ausgrid,60,2,Persistence,0,ID_224,2000,703,0.693474351881032,0.384616000717791,0.207007269218218,0.582615842309873,0.693474351881032,0
Ausgrid,60,2,Persistence,0,ID_225,2000,306,0.547916523048124,0.275375000756557,0.156279670008022,0.744935152715014,0.547916523048124,0
Ausgrid,60,2,Persistence,0,ID_226,2000,522,0.672025998521824,0.370883000691222,0.197972626194368,0.825692361451558,0.672025998521824,0
Ausgrid,60,2,Persistence,0,ID_227,2000,399,0.334800086914298,0.161244999995857,0.147013659319337,0.449134909488463,0.334800086914298,0
Ausgrid,60,2,Persistence,0,ID_228,2000,214,0.782510614525117,0.486147998826504,0.157764236799419,1.19063159631149,0.782510614525117,0
Ausgrid,60,2,Persistence,0,ID_229,2000,332,0.717424590600292,0.336822999607825,0.139426220831649,0.947120523801208,0.717424590600292,0
Ausgrid,60,2,Persistence,0,ID_23,2000,489,0.473287970460513,0.248265999654086,0.153603085271032,0.525691743905187,0.473287970460513,0
Ausgrid,60,2,Persistence,0,ID_230,2000,169,0.399840473955623,0.22721900053639,0.10252319845016,0.710676583766761,0.399840473955623,0
Ausgrid,60,2,Persistence,0,ID_231,2000,252,1.22147311676784,0.593349000107157,0.239551973384501,2.07657873775647,1.22147311676784,0
Ausgrid,60,2,Persistence,0,ID_232,2000,349,0.669824513609073,0.368649000532538,0.176828013096376,0.925055206861617,0.669824513609073,0
Ausgrid,60,2,Persistence,0,ID_233,2000,200,0.288357344949447,0.143037000007644,0.116883935789224,0.542678524485737,0.288357344949447,0
Ausgrid,60,2,Persistence,0,ID_234,2000,144,0.451679390581967,0.202043999666482,0.136995838855566,0.797953067891583,0.451679390581967,0
Ausgrid,60,2,Persistence,0,ID_235,2000,642,0.564038367286395,0.266198999740573,0.203922112578462,0.580805063814711,0.564038367286395,0
Ausgrid,60,2,Persistence,0,ID_236,2000,407,0.61809220848802,0.349138998892778,0.19388086840904,0.711279698617382,0.61809220848802,0
Ausgrid,60,2,Persistence,0,ID_237,2000,521,0.507529562861613,0.194004000849489,0.118692601230499,0.575342819752236,0.507529562861613,0
Ausgrid,60,2,Persistence,0,ID_238,2000,238,0.551106476235487,0.314066000583105,0.194188328483258,0.816076756589241,0.551106476235487,0
Ausgrid,60,2,Persistence,0,ID_239,2000,246,0.358304553370012,0.181430000014478,0.146829279168789,0.5341440722144,0.358304553370012,0
Ausgrid,60,2,Persistence,0,ID_24,2000,153,0.420948667634838,0.219301000272744,0.120928206319725,0.70610856422297,0.420948667634838,0
Ausgrid,60,2,Persistence,0,ID_240,2000,406,0.298964060559565,0.200276999351438,0.114195592268742,0.380221751495913,0.298964060559565,0
Ausgrid,60,2,Persistence,0,ID_241,2000,230,0.408894731701513,0.208934999703583,0.161418133897658,0.649448303053314,0.408894731701513,0
Ausgrid,60,2,Persistence,0,ID_242,2000,349,0.963100848463703,0.504937000753204,0.155587786985581,1.13586967461254,0.963100848463703,0
Ausgrid,60,2,Persistence,0,ID_243,2000,220,0.476161707652923,0.190489000434351,0.0749256831740272,0.904091550905603,0.476161707652923,0
Ausgrid,60,2,Persistence,0,ID_244,2000,237,0.38914206415605,0.224599000201561,0.146846061945679,0.541105746381552,0.38914206415605,0
Ausgrid,60,2,Persistence,0,ID_245,2000,217,0.235673391137298,0.105576000147745,0.0671816964473483,0.360235586180067,0.235673391137298,0
Ausgrid,60,2,Persistence,0,ID_246,2000,312,0.590907823828742,0.329782999362646,0.133535775278863,0.766488760757022,0.590907823828742,0
Ausgrid,60,2,Persistence,0,ID_247,2000,413,0.291854991001423,0.155099999459262,0.0967948921963202,0.351265785589766,0.291854991001423,0
Ausgrid,60,2,Persistence,0,ID_248,2000,342,1.15738719495786,0.63391300025346,0.213909481125682,1.66368131017727,1.15738719495786,0
Ausgrid,60,2,Persistence,0,ID_249,2000,303,0.634887308533231,0.374583999915724,0.169071541549245,0.777401460157731,0.634887308533231,0
Ausgrid,60,2,Persistence,0,ID_25,2000,487,0.998932385837137,0.450468000943301,0.160445291653893,1.04680162384927,0.998932385837137,0
Ausgrid,60,2,Persistence,0,ID_250,2000,154,0.400808825732203,0.203528002410017,0.106428259620872,0.844004195084581,0.400808825732203,0
Ausgrid,60,2,Persistence,0,ID_251,2000,306,1.19224548469798,0.549731000127497,0.201665339089645,1.98574247478425,1.19224548469798,0
Ausgrid,60,2,Persistence,0,ID_252,2000,458,0.306321707831721,0.164322000260981,0.131692364633334,0.308192247861468,0.306321707831721,0
Ausgrid,60,2,Persistence,0,ID_253,2000,221,0.647333435183107,0.444999001157951,0.156094919324123,0.970725335014084,0.647333435183107,0
Ausgrid,60,2,Persistence,0,ID_254,2000,341,0.941929635596688,0.482759997102879,0.143718284344933,1.14252437281061,0.941929635596688,0
Ausgrid,60,2,Persistence,0,ID_255,2000,144,0.812817269341552,0.474292000353433,0.131566408116146,1.27676244369364,0.812817269341552,0
Ausgrid,60,2,Persistence,0,ID_256,2000,245,0.990713758398658,0.574816999437708,0.146308556339702,1.59852409565208,0.990713758398658,0
Ausgrid,60,2,Persistence,0,ID_257,2000,209,0.677062063602597,0.321196999464775,0.116473576271604,1.14684243299805,0.677062063602597,0
Ausgrid,60,2,Persistence,0,ID_258,2000,294,0.439422730202375,0.244433999402691,0.14511979200871,0.582828026172583,0.439422730202375,0
Ausgrid,60,2,Persistence,0,ID_259,2000,359,0.227849893143302,0.11595900017733,0.113699820926217,0.315979371507877,0.227849893143302,0
Ausgrid,60,2,Persistence,0,ID_26,2000,176,0.645232972981309,0.272061999223944,0.116763114907946,1.15752591566545,0.645232972981309,0
Ausgrid,60,2,Persistence,0,ID_260,2000,250,1.00795685251151,0.331845000331844,0.158534632572636,1.53678741799498,1.00795685251151,0
Ausgrid,60,2,Persistence,0,ID_261,2000,216,0.341872589138686,0.131387000358298,0.101474477712912,0.566882837073979,0.341872589138686,0
Ausgrid,60,2,Persistence,0,ID_262,2000,163,0.466615555230657,0.25708000680479,0.138297437827699,0.806037966315728,0.466615555230657,0
Ausgrid,60,2,Persistence,0,ID_263,2000,361,0.399617869230069,0.217806001132717,0.147515990974488,0.491407254879711,0.399617869230069,0
Ausgrid,60,2,Persistence,0,ID_264,2000,348,0.350343345666182,0.164319999637097,0.164635030858168,0.479774180899096,0.350343345666182,0
Ausgrid,60,2,Persistence,0,ID_265,2000,224,0.318371058570052,0.179733000146091,0.103907003449756,0.399353494454716,0.318371058570052,0
Ausgrid,60,2,Persistence,0,ID_266,2000,713,0.672515206871438,0.387927000256255,0.16812880171786,0.624541636656034,0.672515206871438,0
Ausgrid,60,2,Persistence,0,ID_267,2000,388,1.30494865353569,0.749159997883036,0.245488136819532,1.73162851605148,1.30494865353569,0
Ausgrid,60,2,Persistence,0,ID_268,2000,523,0.768580609672037,0.295546000470687,0.134461268312113,0.78660398137755,0.768580609672037,0
Ausgrid,60,2,Persistence,0,ID_269,2000,465,0.507875018054723,0.287524001133951,0.164419910729975,0.593515862183017,0.507875018054723,0
Ausgrid,60,2,Persistence,0,ID_27,2000,218,0.586710799954968,0.311516999834078,0.177569458722737,0.849609206319231,0.586710799954968,0
Ausgrid,60,2,Persistence,0,ID_270,2000,213,0.63582543680445,0.331243999329954,0.218948153169576,0.939227805541381,0.63582543680445,0
Ausgrid,60,2,Persistence,0,ID_271,2000,233,0.674598483872258,0.342387998737492,0.171131020769218,0.969909967607735,0.674598483872258,0
Ausgrid,60,2,Persistence,0,ID_272,2000,282,0.598681699850571,0.314977000107139,0.237289615477832,0.871834010347106,0.598681699850571,0
Ausgrid,60,2,Persistence,0,ID_273,2000,402,0.961018512164041,0.384745001299006,0.150040516742082,1.34842484876806,0.961018512164041,0
Ausgrid,60,2,Persistence,0,ID_274,2000,263,0.537510859950789,0.312521997891422,0.143433764279921,0.768249602678913,0.537510859950789,0
Ausgrid,60,2,Persistence,0,ID_275,2000,362,0.693104464000949,0.384403000308394,0.131369307050976,0.95032694140727,0.693104464000949,0
Ausgrid,60,2,Persistence,0,ID_276,2000,308,0.885508925716163,0.522801997153433,0.173250767092305,1.24199557887414,0.885508925716163,0
Ausgrid,60,2,Persistence,0,ID_277,2000,262,0.361932501856307,0.187905000529014,0.078356310993212,0.554400065793165,0.361932501856307,0
Ausgrid,60,2,Persistence,0,ID_278,2000,457,0.146628721539374,0.105708999609897,0.0729866507080083,0.148739532734382,0.146628721539374,0
Ausgrid,60,2,Persistence,0,ID_279,2000,341,0.750598450717145,0.435132003466373,0.158420947808599,1.04744502290187,0.750598450717145,0
Ausgrid,60,2,Persistence,0,ID_28,2000,149,0.417186280133861,0.179451000829905,0.093344464064748,0.822507020399663,0.417186280133861,0
Ausgrid,60,2,Persistence,0,ID_280,2000,244,0.622064338152799,0.340682999420254,0.171128101211747,0.911964374749152,0.622064338152799,0
Ausgrid,60,2,Persistence,0,ID_281,2000,396,0.564116068071274,0.346504000402361,0.174540862645815,0.722032352427671,0.564116068071274,0
Ausgrid,60,2,Persistence,0,ID_282,2000,397,0.40235373106565,0.207937000148188,0.125036897294384,0.44347526256256,0.40235373106565,0
